TimeSteps,Delay,FieldStrength,DopplerShift,AoD_Azimuth,AoA_Azimuth,AoD_Elevation,AoA_Elevation
3,22.2332,274343,5.03365,263.927,182.068,92.1495,87.8505,
3,18.4134,3.13723e+06,0,274.16,94.1596,92.5957,87.4043,
3,20.1765,828607,3.16596,262.985,144.31,92.3688,87.6312,
3,21.9001,278516,5.0418,263.927,182.277,92.1822,87.8178,
3,18.3922,3.14084e+06,0,273.122,93.1221,92.5987,87.4013,
3,19.9108,862045,2.99664,262.985,141.372,92.4004,87.5996,
3,21.5671,282817,5.05175,263.927,182.533,92.216,87.7841,
3,18.3771,3.14342e+06,0,272.083,92.0826,92.6008,87.3992,
3,19.6566,899942,2.80126,262.985,138.003,92.4314,87.5686,
3,21.2341,287251,5.06418,263.927,182.853,92.2507,87.7493,
3,18.368,3.14498e+06,0,271.042,91.0416,92.6021,87.3979,
3,19.4164,943239,2.57589,262.985,134.128,92.4615,87.5385,
3,20.9013,291825,5.08011,263.927,183.266,92.2866,87.7134,
3,18.0318,3.20362e+06,0,270,90,92.6507,87.3493,
3,18.9452,967960,2.56732,262.985,133.982,92.5228,87.4772,
3,20.6184,295829,5.42858,263.927,193.302,92.318,87.682,
3,17.6986,3.26394e+06,0,270,90,92.7006,87.2994,
3,18.7157,936011,2.8642,262.985,139.091,92.5537,87.4463,
3,20.7201,294378,5.66317,263.927,202.103,92.3066,87.6934,
3,17.3654,3.32656e+06,0,270,90,92.7525,87.2475,
3,18.5108,896552,3.21252,262.985,145.131,92.582,87.418,
3,20.8666,292310,5.81128,263.927,209.933,92.2904,87.7096,
3,17.0322,3.39164e+06,0,270,90,92.8064,87.1936,
3,18.3372,849489,3.61197,262.985,152.205,92.6065,87.3935,
3,21.05,289764,5.89106,263.927,216.704,92.2704,87.7296,
3,16.699,3.4593e+06,0,270,90,92.8624,87.1376,
3,18.2028,795707,4.05192,262.985,160.331,92.6258,87.3742,
3,21.2627,286866,5.92276,263.927,222.463,92.2477,87.7523,
3,16.3659,3.52971e+06,0,270,90,92.9207,87.0793,
3,18.1154,737407,4.50715,262.985,169.365,92.6384,87.3616,
3,21.4981,283724,5.92337,263.927,227.33,92.2231,87.7769,
3,16.0328,3.60305e+06,0,270,90,92.9815,87.0185,
3,18.0814,715233,4.93941,262.985,178.964,92.6434,87.3566,
3,21.7513,280421,5.90519,263.927,231.441,92.1972,87.8028,
3,15.6997,3.6795e+06,0,270,90,93.0448,86.9552,
3,18.1035,714359,5.30895,262.985,188.62,92.6402,87.3598,
3,21.0824,533335,5.4129,254.376,183.816,92.2669,87.7331,
3,15.3666,3.75926e+06,0,270,90,93.1108,86.8892,
3,18.1799,711356,5.59024,262.985,197.811,92.6291,87.3709,
3,21.1169,532465,5.56797,254.376,188.046,92.2632,87.7368,
3,15.0335,3.84254e+06,0,270,90,93.1798,86.8202,
3,18.305,706496,5.77978,262.985,206.149,92.6111,87.3889,
3,21.1755,530991,5.70583,254.376,192.19,92.2569,87.7431,
3,14.7005,3.92959e+06,0,270,90,93.2519,86.7481,
3,18.4709,700150,5.89115,262.985,213.45,92.5876,87.4124,
3,21.2573,528948,5.82554,254.376,196.209,92.2483,87.7517,
3,14.3675,4.02068e+06,0,270,90,93.3274,86.6726,
3,18.6698,692692,5.94452,262.985,219.703,92.56,87.44,
3,21.3611,526377,5.92705,254.376,200.07,92.2373,87.7627,
3,14.0345,4.11607e+06,0,270,90,93.4064,86.5936,
3,18.8945,684453,5.95889,262.985,225,92.5296,87.4704,
3,21.4856,523328,6.01106,254.376,203.751,92.2244,87.7756,
3,13.7015,4.2161e+06,0,270,90,93.4893,86.5107,
3,19.1394,675697,5.9489,262.985,229.472,92.4972,87.5028,
3,21.6291,519856,6.07878,254.376,207.234,92.2096,87.7904,
3,13.3686,4.32109e+06,0,270,90,93.5763,86.4237,
3,19.3998,666626,5.92467,262.985,233.254,92.4636,87.5364,
3,21.7901,516014,6.13182,254.376,210.513,92.1933,87.8067,
3,13.0357,4.43145e+06,0,270,90,93.6678,86.3322,
3,19.6724,657387,5.8928,262.985,236.469,92.4295,87.5705,
3,21.967,511858,6.17194,254.376,213.585,92.1756,87.8244,
3,12.7028,4.54756e+06,0,270,90,93.764,86.236,
3,19.9547,648089,5.8574,262.985,239.218,92.3951,87.6049,
3,22.1584,507438,6.20093,254.376,216.452,92.1568,87.8432,
3,12.37,4.66992e+06,0,270,90,93.8655,86.1345,
3,20.2445,638810,5.82096,262.985,241.586,92.3608,87.6392,
3,22.3627,502802,6.22051,254.376,219.123,92.1371,87.8629,
3,12.0372,4.79903e+06,0,270,90,93.9725,86.0275,
3,20.5405,629605,5.78495,262.985,243.641,92.3268,87.6732,
3,22.5786,497994,6.23226,254.376,221.605,92.1166,87.8834,
3,11.7045,4.93546e+06,0,270,90,94.0856,85.9144,
3,20.8415,620514,5.75017,262.985,245.436,92.2931,87.7069,
3,22.805,493051,6.2376,254.376,223.91,92.0956,87.9044,
3,11.3718,5.07984e+06,0,270,90,94.2054,85.7946,
3,21.1465,611563,5.71706,262.985,247.014,92.26,87.74,
3,23.0406,488008,6.23772,254.376,226.05,92.0742,87.9258,
3,11.0392,5.23292e+06,0,270,90,94.3323,85.6677,
3,21.4549,602771,5.68581,262.985,248.411,92.2275,87.7725,
3,23.2846,482894,6.23369,254.376,228.035,92.0524,87.9476,
3,10.7066,5.39547e+06,0,270,90,94.4672,85.5328,
3,21.7662,594151,5.65646,262.985,249.655,92.1957,87.8043,
3,23.5361,477735,6.22637,254.376,229.879,92.0305,87.9695,
3,10.3741,5.5684e+06,0,270,90,94.6106,85.3894,
3,22.0799,585711,5.62899,262.985,250.768,92.1645,87.8355,
3,23.7942,472552,6.2165,254.376,231.592,92.0084,87.9916,
3,10.0416,5.75276e+06,0,270,90,94.7636,85.2364,
3,22.3955,577455,5.6033,262.985,251.77,92.1339,87.8661,
3,24.0583,467364,6.20467,254.376,233.185,91.9864,88.0136,
3,9.70924,5.94969e+06,0,270,90,94.9271,85.0729,
3,22.713,569384,5.57931,262.985,252.676,92.1041,87.8959,
3,24.3278,462188,6.19136,254.376,234.667,91.9644,88.0356,
3,9.37695,6.16053e+06,0,270,90,95.1022,84.8978,
3,23.0319,561500,5.55689,262.985,253.498,92.0749,87.925,
3,24.6021,457035,6.17699,254.376,236.049,91.9425,88.0575,
3,9.04476,6.38679e+06,0,270,90,95.2901,84.7099,
3,23.3521,553800,5.53592,262.985,254.248,92.0465,87.9535,
3,24.8807,451917,6.16186,254.376,237.339,91.9207,88.0793,
3,8.71267,6.63023e+06,0,270,90,95.4923,84.5077,
3,23.6735,546282,5.51631,262.985,254.934,92.0187,87.9813,
3,25.1633,446842,6.14624,254.376,238.544,91.8991,88.1009,
3,8.38069,6.89286e+06,0,270,90,95.7106,84.2894,
3,23.9959,538943,5.49794,262.985,255.564,91.9916,88.0084,
3,25.4494,441818,6.13033,254.376,239.671,91.8778,88.1222,
3,8.04885,7.17704e+06,0,270,90,95.9469,84.0531,
3,24.3192,531779,5.4807,262.985,256.144,91.9651,88.0349,
3,25.7387,436852,6.11428,254.376,240.727,91.8567,88.1433,
3,7.71716,7.48552e+06,0,270,90,96.2034,83.7966,
3,24.6432,524786,5.46452,262.985,256.681,91.9392,88.0608,
3,26.0309,431948,6.09824,254.376,241.718,91.8358,88.1642,
3,7.38564,7.82153e+06,0,270,90,96.4831,83.5169,
3,24.9679,517961,5.44931,262.985,257.178,91.914,88.086,
3,26.3258,427110,6.0823,254.376,242.65,91.8152,88.1848,
3,7.05431,8.18889e+06,0,270,90,96.789,83.211,
3,25.2933,511298,5.43498,262.985,257.64,91.8894,88.1106,
3,26.6231,422340,6.06654,254.376,243.526,91.795,88.205,
3,6.7232,8.59218e+06,0,270,90,97.125,82.875,
3,25.6192,504793,5.42148,262.985,258.07,91.8653,88.1347,
3,26.9226,417642,6.05102,254.376,244.351,91.775,88.225,
3,6.39234,9.0369e+06,0,270,90,97.4959,82.5041,
3,25.9457,498442,5.40873,262.985,258.471,91.8418,88.1582,
3,27.2241,413016,6.03578,254.376,245.13,91.7553,88.2447,
3,6.06179,9.52969e+06,0,270,90,97.9072,82.0928,
3,26.2725,492240,5.39667,262.985,258.847,91.8189,88.1811,
3,27.5275,408464,6.02085,254.376,245.866,91.736,88.264,
3,5.73158,1.00787e+07,0,270,90,98.3659,81.6341,
3,26.5998,486184,5.38527,262.985,259.2,91.7965,88.2035,
3,27.8326,403986,6.00626,254.376,246.562,91.7169,88.2831,
3,5.40178,1.06941e+07,0,270,90,98.8807,81.1193,
3,26.9275,480267,5.37446,262.985,259.531,91.7747,88.2253,
3,28.1393,399584,5.99202,254.376,247.22,91.6982,88.3018,
3,5.07248,1.13883e+07,0,270,90,99.4623,80.5377,
3,27.2555,474487,5.3642,262.985,259.842,91.7533,88.2467,
3,28.4474,395256,5.97815,254.376,247.845,91.6798,88.3202,
3,4.74377,1.21774e+07,0,270,90,100.125,79.8753,
3,27.5839,468840,5.35446,262.985,260.136,91.7324,88.2676,
3,28.7569,391002,5.96465,254.376,248.438,91.6617,88.3383,
3,4.41579,1.30819e+07,0,270,90,100.886,79.1145,
3,27.9125,463320,5.3452,262.985,260.413,91.712,88.288,
3,29.0675,386823,5.95151,254.376,249.001,91.644,88.356,
3,4.08871,1.41284e+07,0,270,90,101.768,78.2317,
3,28.2414,457924,5.33638,262.985,260.676,91.6921,88.3079,
3,29.3794,382717,5.93874,254.376,249.537,91.6265,88.3735,
3,3.76277,1.53522e+07,0,270,90,102.804,77.1957,
3,28.5705,452649,5.32797,262.985,260.924,91.6726,88.3274,
3,29.6923,378684,5.92634,254.376,250.048,91.6094,88.3906,
3,3.4383,1.6801e+07,0,270,90,104.036,75.9638,
3,28.8999,447490,5.31996,262.985,261.16,91.6535,88.3465,
3,30.0062,374723,5.91429,254.376,250.534,91.5925,88.4075,
3,3.11575,1.85403e+07,0,270,90,105.524,74.4759,
3,29.2294,442444,5.3123,262.985,261.384,91.6349,88.3651,
3,30.321,370832,5.9026,254.376,250.998,91.576,88.424,
3,2.79578,2.06622e+07,0,270,90,107.354,72.646,
3,29.5592,437509,5.30498,262.985,261.597,91.6166,88.3834,
3,30.6367,367011,5.89124,254.376,251.442,91.5597,88.4403,
3,2.47939,2.32988e+07,0,270,90,109.654,70.3462,
3,29.8891,432679,5.29798,262.985,261.799,91.5988,88.4012,
3,30.9532,363258,5.88023,254.376,251.865,91.5438,88.4562,
3,2.16817,2.66432e+07,0,270,90,112.62,67.3801,
3,30.2192,427953,5.29127,262.985,261.992,91.5813,88.4187,
3,31.2705,359573,5.86953,254.376,252.271,91.5281,88.4719,
3,1.86468,3.09796e+07,0,270,90,116.565,63.435,
3,30.5495,423326,5.28485,262.985,262.177,91.5642,88.4358,
3,31.5884,355953,5.85915,254.376,252.659,91.5127,88.4873,
4,20.1696,2.86406e+06,0,294.444,114.444,92.3696,87.6304,
4,24.6229,618256,3.82144,266.957,158.744,91.9408,88.0592,
4,26.5145,239104,4.53523,267.397,173.448,91.8023,88.1977,
4,20.034,2.88345e+06,0,293.575,113.575,92.3856,87.6144,
4,24.313,630248,3.78235,266.957,158.013,91.9656,88.0344,
4,26.1834,243183,4.52393,267.397,173.202,91.8251,88.1749,
4,19.903,2.90242e+06,0,292.694,112.694,92.4013,87.5987,
4,24.0047,642816,3.7404,266.957,157.233,91.9908,88.0092,
4,25.8524,247453,4.51171,267.397,172.936,91.8485,88.1515,
4,19.7769,2.92094e+06,0,291.801,111.801,92.4166,87.5834,
4,23.6983,656011,3.69529,266.957,156.399,92.0166,87.9834,
4,25.5217,251932,4.49846,267.397,172.65,91.8725,88.1275,
4,19.6555,2.93897e+06,0,290.898,110.898,92.4316,87.5684,
4,23.3939,669887,3.64667,266.957,155.505,92.0428,87.9572,
4,25.1911,256642,4.48403,267.397,172.338,91.897,88.103,
4,19.5391,2.95647e+06,0,289.983,109.983,92.4461,87.5539,
4,23.0917,684509,3.59417,266.957,154.546,92.0696,87.9304,
4,24.8609,261610,4.46828,267.397,172,91.9222,88.0778,
4,19.4278,2.97342e+06,0,289.058,109.058,92.4601,87.5399,
4,22.792,699948,3.53734,266.957,153.514,92.0968,87.9032,
4,24.5309,266863,4.45101,267.397,171.631,91.9481,88.0519,
4,19.3215,2.98977e+06,0,288.122,108.122,92.4736,87.5264,
4,22.4951,716287,3.47572,266.957,152.402,92.1245,87.8755,
4,24.2012,272438,4.43198,267.397,171.226,91.9746,88.0253,
4,19.2205,3.00549e+06,0,287.176,107.176,92.4866,87.5134,
4,22.2013,733617,3.40873,266.957,151.2,92.1526,87.8474,
4,23.872,278376,4.41094,267.397,170.78,92.0019,87.9981,
4,19.1247,3.02053e+06,0,286.22,106.22,92.4991,87.5009,
4,21.911,752045,3.33575,266.957,149.899,92.1811,87.8189,
4,23.5431,284731,4.38752,267.397,170.287,92.0299,87.9701,
4,19.0344,3.03488e+06,0,285.255,105.255,92.511,87.489,
4,21.6247,771695,3.25608,266.957,148.487,92.21,87.79,
4,23.2148,291564,4.36133,267.397,169.739,92.0586,87.9414,
4,18.9494,3.04848e+06,0,284.281,104.281,92.5222,87.4778,
4,21.3429,792704,3.16893,266.957,146.953,92.2392,87.7608,
4,22.8871,298954,4.33185,267.397,169.127,92.0881,87.9119,
4,18.87,3.06132e+06,0,283.299,103.299,92.5329,87.4671,
4,21.0661,815236,3.0734,266.957,145.28,92.2687,87.7313,
4,22.5602,307000,4.29842,267.397,168.437,92.1184,87.8816,
4,18.7961,3.07335e+06,0,282.308,102.308,92.5428,87.4572,
4,20.7952,839474,2.96852,266.957,143.454,92.2982,87.7018,
4,22.234,315829,4.26023,267.397,167.656,92.1494,87.8506,
4,18.7279,3.08454e+06,0,281.31,101.31,92.5521,87.4479,
4,20.5309,865630,2.85322,266.957,141.456,92.3278,87.6722,
4,21.909,325605,4.2162,267.397,166.763,92.1813,87.8186,
4,18.6654,3.09486e+06,0,280.305,100.305,92.5606,87.4394,
4,20.2742,893947,2.72636,266.957,139.266,92.3573,87.6427,
4,21.5852,336546,4.16494,267.397,165.734,92.2141,87.7859,
4,18.6087,3.1043e+06,0,279.293,99.2933,92.5685,87.4315,
4,20.0262,924701,2.58674,266.957,136.863,92.3865,87.6135,
4,21.263,348947,4.10456,267.397,164.536,92.2477,87.7523,
4,18.5578,3.11281e+06,0,278.276,98.2759,92.5755,87.4245,
4,19.7883,958196,2.43321,266.957,134.224,92.4153,87.5847,
4,20.9429,363218,4.03253,267.397,163.124,92.282,87.718,
4,18.5128,3.12038e+06,0,277.253,97.2532,92.5818,87.4182,
4,19.5619,994773,2.26471,266.957,131.326,92.4432,87.5568,
4,20.6254,379945,3.94531,267.397,161.439,92.3172,87.6828,
4,18.4737,3.12698e+06,0,276.226,96.2258,92.5872,87.4128,
4,19.3488,1.03479e+06,2.08043,266.957,128.145,92.4701,87.5299,
4,20.3113,399985,3.83788,267.397,159.396,92.353,87.647,
4,18.4405,3.13261e+06,0,275.194,95.1944,92.5919,87.4081,
4,19.1509,1.07862e+06,1.88001,266.957,124.66,92.4957,87.5043,
4,20.0019,424652,3.70295,267.397,156.875,92.3894,87.6106,
4,18.4134,3.13723e+06,0,274.16,94.1596,92.5957,87.4043,
4,18.9705,1.12662e+06,1.66377,266.957,120.855,92.5194,87.4806,
4,19.6991,456030,3.52968,267.397,153.701,92.4262,87.5738,
4,18.3922,3.14084e+06,0,273.122,93.1221,92.5987,87.4013,
4,18.8099,1.17906e+06,1.43304,266.957,116.723,92.541,87.459,
4,19.4056,497585,3.3017,267.397,149.61,92.4629,87.5371,
4,18.3771,3.14342e+06,0,272.083,92.0826,92.6008,87.3992,
4,18.6716,1.23613e+06,1.19041,266.957,112.269,92.5598,87.4402,
4,19.1261,555371,2.99423,267.397,144.207,92.4989,87.5011,
4,18.368,3.14498e+06,0,271.042,91.0416,92.6021,87.3979,
4,18.5582,1.29781e+06,0.93996,266.957,107.512,92.5754,87.4246,
4,18.8682,640450,2.57148,267.397,136.901,92.5331,87.4669,
4,18.0318,3.20362e+06,0,270,90,92.6507,87.3493,
4,18.1473,1.37277e+06,0.748862,266.957,103.741,92.6338,87.3662,
4,18.3973,647132,2.62038,267.397,137.745,92.598,87.402,
4,17.6986,3.26394e+06,0,270,90,92.7006,87.2994,
4,17.8247,1.37872e+06,0.824969,266.957,105.261,92.6815,87.3185,
4,18.2088,489416,3.55411,267.397,154.155,92.6249,87.3751,
4,17.3654,3.32656e+06,0,270,90,92.7525,87.2475,
4,17.5047,1.38042e+06,0.921044,266.957,107.147,92.7306,87.2694,
4,18.1229,331179,4.67085,267.397,176.55,92.6374,87.3627,
4,17.0322,3.39164e+06,0,270,90,92.8064,87.1936,
4,17.1884,1.37596e+06,1.04558,266.957,109.544,92.7809,87.2191,
4,18.1719,325390,5.48052,267.397,199.993,92.6302,87.3698,
4,16.699,3.4593e+06,0,270,90,92.8624,87.1376,
4,16.8774,1.36251e+06,1.21225,266.957,112.68,92.8321,87.1679,
4,18.3361,322476,5.7698,267.397,218.236,92.6067,87.3933,
4,16.3659,3.52971e+06,0,270,90,92.9207,87.0793,
4,16.5748,1.33561e+06,1.4439,266.957,116.927,92.8839,87.1161,
4,18.5704,318407,5.77794,267.397,230.476,92.5738,87.4262,
4,16.0328,3.60305e+06,0,270,90,92.9815,87.0185,
4,16.2857,1.28832e+06,1.78003,266.957,122.918,92.9351,87.0649,
4,18.8424,313810,5.70032,267.397,238.567,92.5366,87.4634,
4,15.6997,3.6795e+06,0,270,90,93.0448,86.9552,
4,16.02,1.21015e+06,2.28808,266.957,131.746,92.9838,87.0162,
4,19.1352,309009,5.60985,267.397,244.109,92.4977,87.5023,
4,15.3666,3.75926e+06,0,270,90,93.1108,86.8892,
4,15.7976,1.08844e+06,3.06377,266.957,145.145,93.0259,86.9741,
4,19.44,304163,5.52703,267.397,248.075,92.4585,87.5415,
4,15.0335,3.84254e+06,0,270,90,93.1798,86.8202,
4,15.6545,921411,4.13065,266.957,164.766,93.0536,86.9464,
4,19.7524,299354,5.45587,267.397,251.026,92.4196,87.5804,
4,14.7005,3.92959e+06,0,270,90,93.2519,86.7481,
4,15.6348,827154,5.15905,266.957,188.63,93.0574,86.9426,
4,18.4664,625996,5.25148,257.471,182.079,92.5883,87.4117,
4,14.3675,4.02068e+06,0,270,90,93.3274,86.6726,
4,15.7468,821274,5.69356,266.957,209.937,93.0357,86.9643,
4,18.4953,625019,5.46705,257.471,187.843,92.5842,87.4158,
4,14.0345,4.11607e+06,0,270,90,93.4064,86.5936,
4,15.9512,810750,5.80822,266.957,225,92.9967,87.0033,
4,18.5569,622943,5.65109,257.471,193.452,92.5756,87.4244,
4,13.7015,4.2161e+06,0,270,90,93.4893,86.5107,
4,16.2072,797944,5.75862,266.957,234.924,92.9494,87.0506,
4,18.6496,619847,5.80156,257.471,198.81,92.5628,87.4372,
4,13.3686,4.32109e+06,0,270,90,93.5763,86.4237,
4,16.4909,784214,5.67015,266.957,241.584,92.8986,87.1014,
4,18.7709,615841,5.91925,257.471,203.849,92.5462,87.4538,
4,13.0357,4.43145e+06,0,270,90,93.6678,86.3322,
4,16.7904,770226,5.58254,266.957,246.247,92.8468,87.1532,
4,18.9181,611050,6.00701,257.471,208.525,92.5264,87.4736,
4,12.7028,4.54756e+06,0,270,90,93.764,86.236,
4,17.0993,756311,5.50559,266.957,249.652,92.7953,87.2047,
4,19.0882,605604,6.06893,257.471,212.82,92.5039,87.4961,
4,12.37,4.66992e+06,0,270,90,93.8655,86.1345,
4,17.4143,742631,5.44021,266.957,252.232,92.7447,87.2553,
4,19.2784,599629,6.10947,257.471,216.737,92.4792,87.5208,
4,12.0372,4.79903e+06,0,270,90,93.9725,86.0275,
4,17.7334,729269,5.38502,266.957,254.246,92.6953,87.3047,
4,19.486,593240,6.13294,257.471,220.293,92.4527,87.5473,
4,11.7045,4.93546e+06,0,270,90,94.0856,85.9144,
4,18.0554,716265,5.33828,266.957,255.858,92.6472,87.3528,
4,19.7087,586538,6.14318,257.471,223.509,92.425,87.575,
4,11.3718,5.07984e+06,0,270,90,94.2054,85.7946,
4,18.3794,703636,5.29842,266.957,257.176,92.6005,87.3995,
4,19.9443,579610,6.14342,257.471,226.417,92.3964,87.6036,
4,11.0392,5.23292e+06,0,270,90,94.3323,85.6677,
4,18.705,691387,5.26413,266.957,258.272,92.5552,87.4448,
4,20.1909,572528,6.13627,257.471,229.044,92.3671,87.6329,
4,10.7066,5.39547e+06,0,270,90,94.4672,85.5328,
4,19.0319,679514,5.23441,266.957,259.198,92.5113,87.4887,
4,20.4472,565354,6.12379,257.471,231.421,92.3374,87.6626,
4,10.3741,5.5684e+06,0,270,90,94.6106,85.3894,
4,19.3596,668009,5.20844,266.957,259.99,92.4688,87.5312,
4,20.7116,558135,6.10758,257.471,233.573,92.3075,87.6925,
4,10.0416,5.75276e+06,0,270,90,94.7636,85.2364,
4,19.6882,656862,5.18557,266.957,260.674,92.4275,87.5725,
4,20.9832,550912,6.08886,257.471,235.527,92.2776,87.7224,
4,9.70924,5.94969e+06,0,270,90,94.9271,85.0729,
4,20.0173,646061,5.1653,266.957,261.272,92.3876,87.6124,
4,21.2609,543717,6.06852,257.471,237.305,92.2479,87.7521,
4,9.37695,6.16053e+06,0,270,90,95.1022,84.8978,
4,20.347,635594,5.14723,266.957,261.798,92.3489,87.6511,
4,21.5439,536573,6.04725,257.471,238.925,92.2183,87.7817,
4,9.04476,6.38679e+06,0,270,90,95.2901,84.7099,
4,20.677,625448,5.13102,266.957,262.264,92.3114,87.6886,
4,21.8316,529502,6.02554,257.471,240.407,92.1891,87.8109,
4,8.71267,6.63023e+06,0,270,90,95.4923,84.5077,
4,21.0075,615610,5.1164,266.957,262.681,92.275,87.725,
4,22.1234,522518,6.00377,257.471,241.765,92.1602,87.8398,
4,8.38069,6.89286e+06,0,270,90,95.7106,84.2894,
4,21.3382,606069,5.10316,266.957,263.055,92.2397,87.7603,
4,22.4188,515633,5.98218,257.471,243.013,92.1317,87.8683,
4,8.04885,7.17704e+06,0,270,90,95.9469,84.0531,
4,21.6692,596811,5.09111,266.957,263.393,92.2055,87.7945,
4,22.7174,508857,5.96097,257.471,244.162,92.1037,87.8963,
4,7.71716,7.48552e+06,0,270,90,96.2034,83.7966,
4,22.0004,587827,5.0801,266.957,263.7,92.1723,87.8277,
4,23.0187,502195,5.94026,257.471,245.224,92.0761,87.9239,
4,7.38564,7.82153e+06,0,270,90,96.4831,83.5169,
4,22.3318,579103,5.07001,266.957,263.98,92.14,87.86,
4,23.3226,495652,5.92014,257.471,246.207,92.0491,87.9509,
4,7.05431,8.18889e+06,0,270,90,96.789,83.211,
4,22.6634,570630,5.06072,266.957,264.236,92.1087,87.8913,
4,23.6287,489231,5.90066,257.471,247.118,92.0225,87.9775,
4,6.7232,8.59218e+06,0,270,90,97.125,82.875,
4,22.9951,562399,5.05214,266.957,264.471,92.0783,87.9217,
4,23.9368,482934,5.88184,257.471,247.966,91.9965,88.0035,
4,6.39234,9.0369e+06,0,270,90,97.4959,82.5041,
4,23.3269,554398,5.0442,266.957,264.688,92.0487,87.9513,
4,24.2467,476762,5.8637,257.471,248.756,91.9709,88.0291,
4,6.06179,9.52969e+06,0,270,90,97.9072,82.0928,
4,23.6589,546619,5.03683,266.957,264.888,92.0199,87.9801,
4,24.5581,470715,5.84625,257.471,249.494,91.9459,88.0541,
4,5.73158,1.00787e+07,0,270,90,98.3659,81.6341,
4,23.991,539052,5.02996,266.957,265.074,91.992,88.008,
4,24.8711,464792,5.82946,257.471,250.184,91.9214,88.0786,
4,5.40178,1.06941e+07,0,270,90,98.8807,81.1193,
4,24.3232,531691,5.02356,266.957,265.247,91.9647,88.0352,
4,25.1854,458992,5.81333,257.471,250.831,91.8975,88.1025,
4,5.07248,1.13883e+07,0,270,90,99.4623,80.5377,
4,24.6554,524526,5.01757,266.957,265.408,91.9383,88.0617,
4,25.5009,453314,5.79784,257.471,251.439,91.874,88.126,
4,4.74377,1.21774e+07,0,270,90,100.125,79.8753,
4,24.9878,517549,5.01195,266.957,265.559,91.9125,88.0875,
4,25.8174,447755,5.78296,257.471,252.01,91.851,88.149,
4,4.41579,1.30819e+07,0,270,90,100.886,79.1145,
4,25.3202,510755,5.00668,266.957,265.7,91.8874,88.1126,
4,26.135,442314,5.76868,257.471,252.549,91.8285,88.1715,
4,4.08871,1.41284e+07,0,270,90,101.768,78.2317,
4,25.6527,504135,5.00172,266.957,265.832,91.8629,88.1371,
4,26.4535,436989,5.75496,257.471,253.057,91.8065,88.1935,
4,3.76277,1.53522e+07,0,270,90,102.804,77.1957,
4,25.9852,497683,4.99704,266.957,265.957,91.839,88.161,
4,26.7728,431777,5.74179,257.471,253.537,91.7849,88.2151,
4,3.4383,1.6801e+07,0,270,90,104.036,75.9638,
4,26.3178,491394,4.99263,266.957,266.074,91.8158,88.1842,
4,27.093,426675,5.72913,257.471,253.991,91.7638,88.2362,
4,3.11575,1.85403e+07,0,270,90,105.524,74.4759,
4,26.6504,485261,4.98845,266.957,266.185,91.7931,88.2069,
4,27.4138,421682,5.71697,257.471,254.421,91.7432,88.2568,
4,2.79578,2.06622e+07,0,270,90,107.354,72.646,
4,26.9831,479278,4.9845,266.957,266.289,91.771,88.229,
4,27.7353,416794,5.70528,257.471,254.83,91.723,88.277,
4,2.47939,2.32988e+07,0,270,90,109.654,70.3462,
4,27.3158,473440,4.98075,266.957,266.389,91.7494,88.2506,
4,28.0573,412009,5.69404,257.471,255.218,91.7032,88.2968,
4,2.16817,2.66432e+07,0,270,90,112.62,67.3801,
4,27.6486,467742,4.97719,266.957,266.482,91.7284,88.2716,
4,28.38,407325,5.68323,257.471,255.587,91.6838,88.3162,
4,1.86468,3.09796e+07,0,270,90,116.565,63.435,
4,27.9814,462179,4.9738,266.957,266.572,91.7078,88.2922,
4,28.7032,402739,5.67282,257.471,255.939,91.6648,88.3352,
5,20.1696,2.86406e+06,0,294.444,114.444,92.3696,87.6304,
5,22.8848,748280,3.10818,271.652,149.241,92.0883,87.9117,
5,20.034,2.88345e+06,0,293.575,113.575,92.3856,87.6144,
5,22.6,765283,3.04648,271.652,148.151,92.1146,87.8854,
5,19.903,2.90242e+06,0,292.694,112.694,92.4013,87.5987,
5,22.3186,783185,2.98045,271.652,146.989,92.1413,87.8587,
5,19.7769,2.92094e+06,0,291.801,111.801,92.4166,87.5834,
5,22.0411,802060,2.90972,271.652,145.75,92.1683,87.8317,
5,19.6555,2.93897e+06,0,290.898,110.898,92.4316,87.5684,
5,21.7677,821992,2.83388,271.652,144.426,92.1955,87.8045,
5,19.5391,2.95647e+06,0,289.983,109.983,92.4461,87.5539,
5,21.499,843072,2.75249,271.652,143.012,92.223,87.777,
5,19.4278,2.97342e+06,0,289.058,109.058,92.4601,87.5399,
5,21.2354,865401,2.66507,271.652,141.498,92.2506,87.7494,
5,19.3215,2.98977e+06,0,288.122,108.122,92.4736,87.5264,
5,20.9775,889090,2.57116,271.652,139.876,92.2783,87.7217,
5,19.2205,3.00549e+06,0,287.176,107.176,92.4866,87.5134,
5,20.7259,914261,2.47025,271.652,138.138,92.3059,87.6941,
5,19.1247,3.02053e+06,0,286.22,106.22,92.4991,87.5009,
5,20.4813,941044,2.36183,271.652,136.273,92.3335,87.6665,
5,19.0344,3.03488e+06,0,285.255,105.255,92.511,87.489,
5,20.2445,969580,2.24542,271.652,134.273,92.3608,87.6392,
5,18.9494,3.04848e+06,0,284.281,104.281,92.5222,87.4778,
5,20.0163,1.00002e+06,2.12058,271.652,132.126,92.3877,87.6123,
5,18.87,3.06132e+06,0,283.299,103.299,92.5329,87.4671,
5,19.7977,1.03251e+06,1.98695,271.652,129.824,92.4141,87.5859,
